Numero,tweetID,tweetText,Candidato,Sentimento,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
9,995095486179741000,@alvarodias_ O senhor precisa visitar mais os estados do norte e nordeste. Sai um pouco da região Sul. Bolsonaro e… https://t.co/8AFOjscJvF,Álvaro Dias,-1,0,0,Twitter for Android,5/12/2018 0:17,91803106,andsongomes,Andson Gomes,11/22/2009 14:54,Roraimense de nascimento; Viajante por necessidade; Honesto por evolução; Espiritualista por afinidade; Revoltado e impaciente porque ainda estou aprendendo.,64,84,Boa Vista / Roraima / Brazil,Georgetown
10,997251643371671000,@Andersonjosem14 @silva_marina Sou do Acre e desconheço. Vc pode vir me mostrar?,Marina Silva,-1,0,0,Twitter Web Client,5/17/2018 23:04,988129950,marcelsantos182,Marcel Santos,12/4/2012 6:06,"Acreano, futuro pediatra, fã de blink-182, apaixonado por crianças, livros, música, pelo @riobrancofc e pela Chapecoense. I'm Echelon.",110,356,Florianópolis,Brasilia
10,997251643371671000,@Andersonjosem14 @silva_marina Sou do Acre e desconheço. Vc pode vir me mostrar?,Marina Silva,-1,0,0,Twitter Web Client,5/17/2018 23:04,988129950,marcelsantos182,Marcel Santos,12/4/2012 6:06,"Acreano, futuro pediatra, fã de blink-182, apaixonado por crianças, livros, música, pelo @riobrancofc e pela Chapecoense. I'm Echelon.",110,356,Florianópolis,Brasilia
1,996532673127616000,@andretrig @estudioi @GloboNews E eu achando que Aldo Rebelo no Ministério de Ciência e Tecnologia no governo Dilma era o fim.,Aldo Rebelo,-1,0,0,Twitter for Android,5/15/2018 23:27,361286447,renato_nali,Renato Nali,8/24/2011 15:09,"It's your road, and yours alone. Others may walk it with you, but no one can walk it for you.",112,186,"Ribeirão Preto, SP",Brasilia
1,996532673127616000,@andretrig @estudioi @GloboNews E eu achando que Aldo Rebelo no Ministério de Ciência e Tecnologia no governo Dilma era o fim.,Aldo Rebelo,-1,0,0,Twitter for Android,5/15/2018 23:27,361286447,renato_nali,Renato Nali,8/24/2011 15:09,"It's your road, and yours alone. Others may walk it with you, but no one can walk it for you.",112,186,"Ribeirão Preto, SP",Brasilia
8,996147629833818000,"@artur_slo @GloboNews @ManuelaDavila ""Manuela D´Ávila – 0,9% (SÓ ISSO?)""

Acho muito",Manuela D'Avila,-1,0,0,Twitter Web Client,5/14/2018 21:57,810489835932753000,gucapereira,??Gustavo Pereira ?,12/18/2016 14:20,"Monarquista, Católico, Arquiteto, Flamenguista e Pai do Lucas, não necessariamente nesta ordem. Dominus pascit me, et nihil mihi deerit",460,553,"Rio de Janeiro, Brasil",America/Sao_Paulo
8,996147629833818000,"@artur_slo @GloboNews @ManuelaDavila ""Manuela D´Ávila – 0,9% (SÓ ISSO?)""

Acho muito",Manuela D'Avila,-1,0,0,Twitter Web Client,5/14/2018 21:57,810489835932753000,gucapereira,??Gustavo Pereira ?,12/18/2016 14:20,"Monarquista, Católico, Arquiteto, Flamenguista e Pai do Lucas, não necessariamente nesta ordem. Dominus pascit me, et nihil mihi deerit",460,553,"Rio de Janeiro, Brasil",America/Sao_Paulo
3,997597829458776000,@BancoOriginal O Banco da JBS que o Henrique Meirelles ajudou a criar.,Henrique Meirelles,-1,0,2,Twitter for Android,5/18/2018 22:00,49963967,profjoba,Jobson Tarcisio,6/23/2009 12:40,Professor de Matemática. Torcedor do Sport. Meu carro é GNV. Limoeiro-PE é o melhor lugar mas a cerveja em Boa Viagem é mais gostosa.,176,1191,limoeiro-pe,Greenland
5,996149674158342000,"@bbcbrasil ""Militares foram os últimos a aderir ao golpe militar""...Aldo Rebelo sem nem um pouco de vergonha de men… https://t.co/sDSfhqhB2E",Aldo Rebelo,-1,0,0,Twitter Web Client,5/14/2018 22:06,198251670,bernardosalce,Bernardo Salce,10/3/2010 19:45,Brazilian lawyer | photographer | environmentalist.,466,792,"San Diego, CA",Brasilia
5,996149674158342000,"@bbcbrasil ""Militares foram os últimos a aderir ao golpe militar""...Aldo Rebelo sem nem um pouco de vergonha de men… https://t.co/sDSfhqhB2E",Aldo Rebelo,-1,0,0,Twitter Web Client,5/14/2018 22:06,198251670,bernardosalce,Bernardo Salce,10/3/2010 19:45,Brazilian lawyer | photographer | environmentalist.,466,792,"San Diego, CA",Brasilia
9,997578581227266000,"@bbcbrasil Aldo Rebelo e o pcdob 
Que causa senhor ?
Aqui seu partidinho oferece revolução armada para a molecada e já tentaram me matar 3 x",Aldo Rebelo,-1,0,0,Twitter for Android,5/18/2018 20:44,988877462242291000,ALEX50881634,ALEX conta a corrupção rc,4/24/2018 20:28,,6,90,,
9,997578581227266000,"@bbcbrasil Aldo Rebelo e o pcdob 
Que causa senhor ?
Aqui seu partidinho oferece revolução armada para a molecada e já tentaram me matar 3 x",Aldo Rebelo,-1,0,0,Twitter for Android,5/18/2018 20:44,988877462242291000,ALEX50881634,ALEX conta a corrupção rc,4/24/2018 20:28,,6,90,,
0,996532929517015000,@bbcbrasil Aldo Rebelo é um traidor. Um verme mesquinho. Merece ficar ao lado de seus líderes. Geisel e cabo Anselmo...,Aldo Rebelo,-1,0,0,Twitter for Android,5/15/2018 23:28,89537352,wcatalunia,Wanderson Catalunia,11/12/2009 20:51,...,90,120,Coronel Fabriciano - MG,Brasilia
0,996532929517015000,@bbcbrasil Aldo Rebelo é um traidor. Um verme mesquinho. Merece ficar ao lado de seus líderes. Geisel e cabo Anselmo...,Aldo Rebelo,-1,0,0,Twitter for Android,5/15/2018 23:28,89537352,wcatalunia,Wanderson Catalunia,11/12/2009 20:51,...,90,120,Coronel Fabriciano - MG,Brasilia
9,996150455783878000,"@brasil247 Michel Temer é rejeitado por 82,5% dos brasileiros",Michel Temer,-1,0,0,Twitter Web Client,5/14/2018 22:09,636152342,nona_alves,nona lula alves fernandes,7/15/2012 12:37,Que culpa tengo yo de tener la sangre roja y el corazón a la izquierda? - Che Guevara,7017,6481,,Pacific Time (US & Canada)
2,997252209556373000,"@BrazilBrian Refaz teus cálculos, temos agora mais um cavalo no páreo. Nosso querido playboy e ex-presidente Fernan… https://t.co/FYzZalTuJS",Fernando Collor,-1,0,0,Twitter Web Client,5/17/2018 23:07,218254504,Jordanmlima,Jordan Lima,11/21/2010 21:08,"Professional Investor, Licensed Stock Trader at @NYSE??, @TSX?? and @BOVESPA?? with 7 Certifications. XP Investments, Bank BMO and University of Toronto.",209,893,"Toronto, Canada",Pacific Time (US & Canada)
7,997252209556373000,"@BrazilBrian Refaz teus cálculos, temos agora mais um cavalo no páreo. Nosso querido playboy e ex-presidente Fernan… https://t.co/FYzZalTuJS",Fernando Collor,-1,0,0,Twitter Web Client,5/17/2018 23:07,218254504,Jordanmlima,Jordan Lima,11/21/2010 21:08,"Professional Investor, Licensed Stock Trader at @NYSE??, @TSX?? and @BOVESPA?? with 7 Certifications. XP Investments, Bank BMO and University of Toronto.",209,893,"Toronto, Canada",Pacific Time (US & Canada)
12,997218492897251000,@cartacapital Esse é o Brasil de Temer: um monte de sujeito ignorante assumindo cargos importantes e fazendo o país… https://t.co/p1SC5NQBOb,Michel Temer,-1,0,2,Twitter Web Client,5/17/2018 20:53,62398258,toncerqueira,Everton Cerqueira,8/3/2009 1:15,"Não sou pessimista, é o mundo que é péssimo.",71,210,"Salvador, Brasil",Brasilia
7,996533010433564000,@conexaopolitica Esse Alvaro Dias é um Zé bubu,Álvaro Dias,-1,0,0,Twitter for iPhone,5/15/2018 23:29,61739478,ujoses,Ulisses Souza,7/31/2009 10:07,Administro minha própria consciência. Gosto do inédito e do surpreendente. Rotina é um saco. O silencio faz bem.Cruzeirense!!Meu esporte favorito é caminhar.,152,538,"Vitoria-ES, Brasil",Mid-Atlantic
7,996533010433564000,@conexaopolitica Esse Alvaro Dias é um Zé bubu,Álvaro Dias,-1,0,0,Twitter for iPhone,5/15/2018 23:29,61739478,ujoses,Ulisses Souza,7/31/2009 10:07,Administro minha própria consciência. Gosto do inédito e do surpreendente. Rotina é um saco. O silencio faz bem.Cruzeirense!!Meu esporte favorito é caminhar.,152,538,"Vitoria-ES, Brasil",Mid-Atlantic
4,996900334638452000,@conexaopolitica Quanta democracia hein Álvaro Dias!?,Álvaro Dias,-1,0,0,Twitter Web Client,5/16/2018 23:48,933517890782941000,lucasjeha,Lucas Jeha,11/23/2017 2:09,"Formando em Relações Internacionais, Aparecida-SP, Fotógrafo, Jornalista, Ator, Modelo, Conservador, Patriota!",62,335,Aparecida,Brasilia
4,996900334638452000,@conexaopolitica Quanta democracia hein Álvaro Dias!?,Álvaro Dias,-1,0,0,Twitter Web Client,5/16/2018 23:48,933517890782941000,lucasjeha,Lucas Jeha,11/23/2017 2:09,"Formando em Relações Internacionais, Aparecida-SP, Fotógrafo, Jornalista, Ator, Modelo, Conservador, Patriota!",62,335,Aparecida,Brasilia
8,996534731146715000,"@DavidTelias @rulosk_el Comparó a su padre que fue un defensor de la republica con un tipo como Lula, ahí ya te das… https://t.co/Rwye7rGgkr",Lula,-1,0,0,Twitter for iPhone,5/15/2018 23:36,285994343,EricSpektor,Eric Spektor,4/22/2011 4:43,@EspacioCuarenta - @EspacioCuarentaCh - @PNacional - Hincha de Nacional,1399,598,"Montevideo, Uruguay",Mid-Atlantic
13,997253091031371000,@delucca @PatoCorporation O temer já estava lá. Foram vocês quem colocaram. Eu não escolhi o vice. Foi o PT/Dilma,Michel Temer,-1,0,0,Twitter for Android,5/17/2018 23:10,2904293739,gu_blima,Gustavo,12/3/2014 21:28,não tem biscoito!,362,1536,"São Paulo, Brasil",Pacific Time (US & Canada)
3,994378244077080000,"@DeniseCToledo8, me lembro da entrevista na Pan, de Paulo Rabello de Castro e seu livro verde...#Triste.
Exclusivo:… https://t.co/Efqg67AufF",Paulo Rabello,-1,1,1,Twitter Web Client,5/10/2018 0:47,219510355,mgoncalves_74,Marcelo Gonçalves,11/25/2010 2:09,Business Development Manager / Project Manager for IT Solutions,1345,4002,"Rio de Janeiro, Brasil",Brasilia
11,994378244077080000,"@DeniseCToledo8, me lembro da entrevista na Pan, de Paulo Rabello de Castro e seu livro verde...#Triste.
Exclusivo:… https://t.co/Efqg67AufF",Paulo Rabello,-1,1,1,Twitter Web Client,5/10/2018 0:47,219510355,mgoncalves_74,Marcelo Gonçalves,11/25/2010 2:09,Business Development Manager / Project Manager for IT Solutions,1345,4002,"Rio de Janeiro, Brasil",Brasilia
10,996881570190458000,"@Estadao @brdezoito bem, se isso acontecer, ja era a credibilidade de Joaquim Barbosa... só acho,",Joaquim Barbosa,-1,0,0,Twitter Web Client,5/16/2018 22:34,2796031514,saibot_wesley,itachi,9/7/2014 14:28,,397,364,,Santiago
7,997218357895159000,@exame O único farsante em tudo isso se chama Luís Inácio,Lula,-1,0,0,Twitter for Android,5/17/2018 20:52,898203858228391000,RicardoRJMoraes,Ricardo Moraes,8/17/2017 15:24,,1,92,"Rio de Janeiro, Brasil",
7,997253106898358000,@exuliane desde que não seja Robô retardado do Bolsonaro...,Bolsonaro,-1,0,0,Twitter for Android,5/17/2018 23:10,167922847,XaropStyles,Xarope,7/17/2010 22:18,peito mais esfaqueado do Site ?,1595,367,snapchat: xaropstyles,Santiago
7,997253106898358000,@exuliane desde que não seja Robô retardado do Bolsonaro...,Bolsonaro,-1,0,0,Twitter for Android,5/17/2018 23:10,167922847,XaropStyles,Xarope,7/17/2010 22:18,peito mais esfaqueado do Site ?,1595,367,snapchat: xaropstyles,Santiago
12,997559064367435000,@g1 Mentira!!! Henrique Meirelles disse que salvou o Brasil ?????,Henrique Meirelles,-1,1,0,Twitter Web Client,5/18/2018 19:26,343049366,Mirelacastreis,Mirela Lula da Silva,7/27/2011 0:15,,665,673,,Brasilia
0,997626320044609000,"@g1 Quem debateu? Se for por exemplo: Manuela, Boulos e Ciro, vcs erraram, não é debate, é corroboração de ideias!!… https://t.co/6JvhEfqleq",Guilherme Boulos,-1,0,0,Twitter for iPhone,5/18/2018 23:53,817425393141616000,_NazarioThiago,Thiago - Cidadão de Bem,1/6/2017 17:39,,23,31,"Juiz de Fora, Brasil",
0,996495299093893000,@gazetadopovo @gprepublica Apanharia intelectualmente até do Levy Fidelix.,Levy Fidelix,-1,0,1,Twitter for Android,5/15/2018 20:59,2308701075,capitalist_ant,Formiga,1/27/2014 23:44,Alckmin ou Flavio Rocha,805,796,Brasil,Pacific Time (US & Canada)
0,997626333856452000,"@gcarpess Você é tipo a Marina Silva, aparece cada 4 anos",Marina Silva,-1,0,0,Twitter Web Client,5/18/2018 23:53,60694469,RXnoWell,Gentil Lebre,7/27/2009 20:02,Asgardiano,760,412,,Brasilia
0,997626333856452000,"@gcarpess Você é tipo a Marina Silva, aparece cada 4 anos",Marina Silva,-1,0,0,Twitter Web Client,5/18/2018 23:53,60694469,RXnoWell,Gentil Lebre,7/27/2009 20:02,Asgardiano,760,412,,Brasilia
3,996534587181490000,"@geraldoalckmin Cara se vc continuar nessa linha e com esses tt, logo logo vc estará empatado com o Rodrigo Maia e o Meirelles !",Alckmin,-1,0,0,Twitter for Android,5/15/2018 23:35,903190757623959000,Acaraujov,AC Araujo,8/31/2017 9:40,,8,276,,
0,996534587181490000,"@geraldoalckmin Cara se vc continuar nessa linha e com esses tt, logo logo vc estará empatado com o Rodrigo Maia e o Meirelles !",Alckmin,-1,0,0,Twitter for Android,5/15/2018 23:35,903190757623959000,Acaraujov,AC Araujo,8/31/2017 9:40,,8,276,,
8,997241906328489000,"@geraldoalckmin Geraldo Alckmin, mais conhecido como ""SANTO"" na lista de propinas da Odebretch. Não esqueçam.",Alckmin,-1,0,0,Twitter Lite,5/17/2018 22:26,134463968,jpvix69,PAULO-VIX,4/18/2010 13:58,,18,218,,
3,996143877026471000,@geraldoalckmin Que tal quem ganhar convidar os derrotados e desistentes para ministros? Luciano Huck na ação socia… https://t.co/ST5NMZTG7G,Alckmin,-1,0,0,Twitter for Android,5/14/2018 21:43,50856768,Adilsonq,Adilson Quintino,6/26/2009 1:13,Aqui é Corinthians e Bayern. ??,470,770,São Paulo - Brasil,Brasilia
10,996148773767303000,@gleisi O Collor tem intensão de votos. Qse certeza q vivo num programa de TV q tá perto da última temporada...,Fernando Collor,-1,0,0,Twitter for Android,5/14/2018 22:02,915201497511731000,LarissaVargasB1,Larissa Vargas Brand,10/3/2017 13:06,"Professora fudida, artista frustrada, mãe descompensada...ou seja, mulherão da porra!",15,181,"Brasília, Brasil",
14,996901658809466000,@gleisi Sem vergonha tá ajudando o temer afundar nosso pais não pensa que tirar muito tempo nesse poder que tá se s… https://t.co/DDjqO7EJ6o,Michel Temer,-1,0,0,Twitter for Android,5/16/2018 23:54,734938877216051000,sfamorim511,sebastiao f. amorim,5/24/2016 2:47,sfamorim51@gmail.com,7,91,"Rio de Janeiro, Brasil",
11,997626208518066000,@governodobrasil cala a boca temer,Michel Temer,-1,0,0,Twitter for iPhone,5/18/2018 23:53,782572531140202000,SebPascale,fran,10/2/2016 13:26,um fingimento deveras • ships passing in the night • if i could change the world i’d make it halloween,51,296,,
14,996838350987415000,@GraBaptista @raulnascimentoo Acredito na Bíblia acredito que o SPFC Sera Campeão acredito que Levy Fidelix sera o Presidente..,Levy Fidelix,-1,0,0,Twitter for Android,5/16/2018 19:42,988556301914595000,spider_luiz,"Shurato, o Rei Shura.",4/23/2018 23:12,"Nowmake Sanamba Bodanan, Abila oken Souwaka O Poder de Shuraaaaasaaaaaaaaa...",57,1146,Tangamandapio. Sul do JaPão.,
8,997251017447297000,"@jefer234 É a velha história: qdo o barco começa a fazer água, os ratos são os primeiros a pular fora! Boulos=ratão de esgoto!",Guilherme Boulos,-1,1,1,Twitter for iPhone,5/17/2018 23:02,551309830,CnoronhaDa,Maria da Conceição,4/11/2012 20:49,"socióloga, bacharel em direito, estudiosa de política e filosofia, esquerdofóbica não sujeita a tratamento.",409,114,"Belo Horizonte, Brasil",
3,997241734504550000,"@JoelAlexandreM Rodrigo Maia pode ser candidato a presidente do Vasco, Fluminense, Botafogo, mesmo assim vai ser di… https://t.co/bcI9JPeLY8",Rodrigo Maia,-1,0,1,Twitter for Android,5/17/2018 22:25,53235688,editerocha,Edite Rocha robô Bolsonaro,7/3/2009 0:14,"Sou servidora civil, do HCE. Trabalho no Banco de leite Humano.Apoio as gestantes em qualquer problema de amamentação e auxilio no processo de pasteurização.",101,104,Rio de Janeiro,Brasilia
11,996150268067827000,"@leofrancol10 @JornalOGlobo E a Dilma caiu, mas sobrou seu vampiro de estimação, Michel Temer",Michel Temer,-1,0,0,Twitter Web Client,5/14/2018 22:08,868515377063632000,AlvesGuuiih,Gda - Guih Dutra Alves,5/27/2017 17:12,"Compositor atras do meu sonho, nem o Trump bota barreira entre eu e ele, pois eu trampo mais que ele??",6,26,"Pelotas, Rs, Brasil",
12,996035192744759000,@LeonardoBoff @ernani_neto @gilmarmendes Muitas visitas a Luis Inácio Lula Bandido.da Silva vão te deixar cada vez mais fora da casinha!,Lula,-1,0,0,Twitter for Android,5/14/2018 14:31,787054378867916000,luzmkcwb,Luciane Cristina,10/14/2016 22:16,,341,638,,
5,995103416736153000,@lupashark @silva_marina @brazil_forum De 4 em 4 anos os difamadores remunerados voltam. ?,Marina Silva,-1,0,0,Twitter for Android,5/12/2018 0:48,309380113,williamvfernan,William Fernandes,6/2/2011 0:33,"Doutorando em ciência e engenharia de materiais. Ama Filmes, Ciência, Engenharia e Meio Ambiente, não necessariamente nessa mesma ordem. ?",91,367,,America/Belem
5,995103416736153000,@lupashark @silva_marina @brazil_forum De 4 em 4 anos os difamadores remunerados voltam. ?,Marina Silva,-1,0,0,Twitter for Android,5/12/2018 0:48,309380113,williamvfernan,William Fernandes,6/2/2011 0:33,"Doutorando em ciência e engenharia de materiais. Ama Filmes, Ciência, Engenharia e Meio Ambiente, não necessariamente nessa mesma ordem. ?",91,367,,America/Belem
5,997252123552370000,@MahuricioNava @silva_marina Sou robô ou criança?,Marina Silva,-1,0,0,Twitter for Android,5/17/2018 23:06,984516958577143000,Bolsona81580553,Bolsonaro 2018,4/12/2018 19:41,,0,48,,
5,997252123552370000,@MahuricioNava @silva_marina Sou robô ou criança?,Marina Silva,-1,0,0,Twitter for Android,5/17/2018 23:06,984516958577143000,Bolsona81580553,Bolsonaro 2018,4/12/2018 19:41,,0,48,,
3,996151340425465000,@ManuelaDavila Sei quão canalha Lula é. Fui membro do sindicato em Sto André. Lula é um político preso.,Lula,-1,0,0,Twitter for iPhone,5/14/2018 22:12,863875935476600000,Lima_J_V,Lima_J,5/14/2017 21:57,"pai de família, trabalhador, cidadão de bem, contra o aborto, contra as drogas, contra o desarmamento, pela família tradicional.",73,219,,
14,996531916055736000,@NewsAtual2017 @Ezequiasns Alvaro Dias acabou de perder meu voto!,Álvaro Dias,-1,0,1,Twitter Web Client,5/15/2018 23:24,62355746,dalvacruz,Dalva Cruz,8/2/2009 21:33,"Mineira da gema, serva do Senhor Jesus Cristo",602,526,MG,Brasilia
14,996531916055736000,@NewsAtual2017 @Ezequiasns Alvaro Dias acabou de perder meu voto!,Álvaro Dias,-1,0,1,Twitter Web Client,5/15/2018 23:24,62355746,dalvacruz,Dalva Cruz,8/2/2009 21:33,"Mineira da gema, serva do Senhor Jesus Cristo",602,526,MG,Brasilia
8,996878906304102000,"@nilobento @Estadao @brdezoito Como o João Amoedo do NOVO, Flavio Rocha não tem o discernimento dos políticos de ca… https://t.co/zPnoCWsrlX",João Amoedo,-1,0,1,Twitter Web Client,5/16/2018 22:23,54607123,RoLeoni,Ro Leoni,7/7/2009 17:01,"Na luta contra a esquerda maldita.
In the fight against the damn left.",675,484,Porto Alegre - Brasil,America/Sao_Paulo
8,996878906304102000,"@nilobento @Estadao @brdezoito Como o João Amoedo do NOVO, Flavio Rocha não tem o discernimento dos políticos de ca… https://t.co/zPnoCWsrlX",João Amoedo,-1,0,1,Twitter Web Client,5/16/2018 22:23,54607123,RoLeoni,Ro Leoni,7/7/2009 17:01,"Na luta contra a esquerda maldita.
In the fight against the damn left.",675,484,Porto Alegre - Brasil,America/Sao_Paulo
4,997624082022785000,@PatoCorporation Tem que tirar do Collor de Mello FHC e Sarney né?,Fernando Collor,-1,0,0,Twitter for Android,5/18/2018 23:44,869904302898327000,SandraSampaioS1,Sandra Sampaio Sales,5/31/2017 13:12,Brasil,72,240,Brasil,
